id,tsUnix,AN,CO,CO2,NH3,__rssi,pmx,pmy
1439914,1457924497539,0,160,185,17,31,1.4,0.0
1439928,1457924758205,0,164,185,17,31,0.3,0.0
1439940,1457925018826,0,166,184,17,31,0.9,0.1
1439954,1457925279173,0,166,184,17,31,1.2,0.2
1439969,1457925540563,0,158,186,17,31,1.3,0.3
1439983,1457925802024,0,166,185,17,31,1.0,0.0
1439995,1457926064541,0,160,184,17,31,1.1,0.0
1440006,1457926325167,0,157,183,16,31,1.1,0.1
1440018,1457926585865,0,160,183,17,31,1.7,0.1
1440030,1457926846329,0,171,184,17,31,1.3,0.1
1440042,1457927108288,1,161,184,17,31,1.4,0.1
1440057,1457927370204,0,162,183,17,31,0.6,0.0
1440070,1457927633270,0,155,183,16,31,1.3,0.2
1440084,1457927893782,0,157,182,16,31,1.6,0.2
1440098,1457928155292,0,158,182,16,31,1.3,0.2
1440109,1457928415676,0,165,182,17,31,1.2,0.2
1440118,1457928676286,0,163,182,16,31,1.0,0.0
1440131,1457928940731,0,158,182,17,31,0.8,0.2
1440145,1457929203503,0,162,182,17,31,2.5,0.8
1440158,1457929466457,0,175,184,17,31,1.1,0.0
1440172,1457929728406,0,163,184,17,31,2.0,0.3
1440184,1457929992058,0,160,184,17,31,2.3,0.3
1440199,1457930254184,0,164,184,17,31,0.5,0.0
1440213,1457930514862,0,164,184,17,31,0.8,0.0
1440226,1457930775370,0,159,184,16,31,0.7,0.2
1440237,1457931035785,0,163,184,17,31,1.5,0.3
1440252,1457931296990,0,164,185,17,31,0.3,0.0
1440265,1457931558238,0,157,185,17,31,0.8,0.2
1440278,1457931819384,0,159,185,17,31,1.1,0.0
1440293,1457932080487,0,159,185,17,31,2.2,0.4
1440306,1457932341868,0,169,185,17,31,0.6,0.0
1440319,1457932602444,0,164,185,17,31,1.2,0.0
1440337,1457932864608,0,165,186,17,31,1.2,0.2
1440351,1457933125172,0,166,186,17,31,0.9,0.2
1440366,1457933386104,0,170,185,17,31,0.6,0.0
1440379,1457933647469,0,161,188,17,31,1.4,0.2
1440395,1457933908287,0,162,185,17,31,1.1,0.3
1440410,1457934169505,0,153,184,17,31,1.8,0.5
1440424,1457934434843,0,161,185,17,31,0.5,0.0
1440440,1457934696890,0,166,185,17,31,1.5,0.2
1440458,1457934959496,0,167,184,17,31,1.2,0.1
1440475,1457935221023,0,156,184,17,31,0.7,0.0
1440490,1457935481571,0,160,183,17,31,0.9,0.1
1440506,1457935742202,0,166,184,17,31,2.0,0.5
1440520,1457936002998,0,162,183,17,31,1.8,0.5
1440538,1457936263857,0,170,184,17,31,0.8,0.0
1440554,1457936524484,0,168,184,17,31,0.4,0.0
1440571,1457936784936,0,161,184,17,31,0.8,0.0
1440587,1457937045393,0,166,185,17,31,0.8,0.1
1440605,1457937306148,0,159,184,17,31,0.6,0.2
1440621,1457937567026,0,160,185,17,31,2.1,0.4
1440638,1457937827725,0,158,186,17,31,1.2,0.1
