id,tsUnix,AN,CO,CO2,NH3,__rssi,pmx,pmy
1499537,1458961418836,0,167,181,16,29,0.9,0.0
1499552,1458961679884,0,165,179,16,28,2.3,0.4
1499565,1458961940084,0,159,178,16,29,3.2,0.1
1499579,1458962200280,0,157,176,16,28,0.7,0.0
1499592,1458962460684,0,160,175,16,28,2.6,0.3
1499606,1458962720451,0,161,174,16,28,2.3,0.5
1499623,1458962980583,0,160,173,16,28,1.2,0.1
1499636,1458963240372,0,158,174,16,28,1.7,0.4
1499650,1458963500029,0,163,174,16,28,2.8,0.7
1499665,1458963760832,0,163,174,16,29,1.3,0.0
1499680,1458964026065,0,159,174,16,28,3.1,0.9
1499695,1458964287218,0,168,174,16,28,1.5,0.4
1499707,1458964551725,0,163,175,16,28,1.2,0.1
1499723,1458964813188,0,167,174,16,28,1.9,0.3
1499738,1458965074007,0,160,174,16,28,1.7,0.2
1499752,1458965333672,0,162,173,16,28,1.3,0.1
1499769,1458965593508,0,164,173,16,28,2.5,0.6
1499785,1458965853705,0,162,173,16,29,1.6,0.1
1499800,1458966114538,0,161,173,16,29,3.8,0.9
1499817,1458966374686,0,159,174,16,28,2.5,0.3
1499831,1458966634617,0,155,173,16,29,2.2,0.5
1499842,1458966894683,0,163,173,16,28,0.7,0.2
1499858,1458967154742,0,161,174,16,29,1.3,0.3
1499870,1458967414897,0,172,173,16,29,1.6,0.2
1499886,1458967675331,0,158,174,16,28,0.4,0.0
1499900,1458967936356,0,165,174,16,28,1.4,0.1
1499915,1458968197040,0,155,173,16,28,2.3,0.3
1499929,1458968457120,0,163,173,16,28,2.5,0.4
1499947,1458968717629,0,165,174,15,28,1.6,0.3
1499963,1458968978943,0,159,174,16,29,2.3,0.3
1499977,1458969239689,0,161,175,16,28,2.6,0.4
1499991,1458969500382,0,166,176,16,28,2.8,0.8
1500006,1458969762103,0,163,176,16,29,1.7,0.4
1500024,1458970022654,0,166,176,16,29,3.5,0.7
1500039,1458970282858,0,163,174,16,29,1.6,0.4
1500054,1458970543226,0,164,176,16,28,2.1,0.5
1500069,1458970803767,0,171,175,16,28,1.9,0.3
1500085,1458971063933,0,166,176,16,29,2.7,0.6
1500100,1458971324694,0,168,176,16,29,1.2,0.1
1500114,1458971585077,0,163,176,16,29,1.2,0.1
1500128,1458971844875,0,172,176,16,29,1.7,0.1
1500146,1458972105408,0,164,176,15,29,1.8,0.1
1500159,1458972366097,0,165,177,16,29,1.7,0.1
1500173,1458972626631,0,164,175,16,28,1.8,0.1
1500188,1458972887104,0,160,176,15,28,1.5,0.3
1500201,1458973147355,0,163,175,16,28,1.8,0.3
1500218,1458973407326,0,166,175,16,28,3.8,0.6
1500232,1458973667293,0,167,174,15,29,1.5,0.0
1500249,1458973927069,0,158,176,16,29,2.5,0.5
1500265,1458974187640,0,168,175,16,28,3.5,1.0
1500281,1458974447486,0,164,175,16,29,3.5,0.5
1500295,1458974707686,0,155,175,15,29,2.8,0.4
1500309,1458974968233,0,160,175,16,28,1.8,0.4
1500324,1458975258255,0,165,175,16,29,2.2,0.3
1500341,1458975518152,0,175,176,15,29,0.9,0.0
1500356,1458975778644,0,159,175,15,28,1.6,0.2
1500370,1458976038617,0,156,175,15,29,1.4,0.4
1500383,1458976299239,0,165,174,15,29,2.4,0.3
1500399,1458976559658,0,165,175,15,29,2.3,0.0
1500413,1458976819686,0,162,174,15,29,2.9,0.4
1500425,1458977079529,0,162,174,15,28,0.1,0.0
1500438,1458977340126,0,163,174,15,29,1.8,0.1
1500451,1458977599971,0,161,174,14,28,1.7,0.3
1500467,1458977860163,0,161,174,15,29,2.7,0.5
1500478,1458978120962,0,157,173,15,28,1.9,0.3
1500492,1458978382357,0,162,173,15,29,1.8,0.0
1500504,1458978643289,1,159,173,15,28,1.8,0.5
1500517,1458978903578,0,156,175,15,29,1.8,0.3
1500531,1458979164389,0,163,173,15,29,1.8,0.5
1500545,1458979424432,0,171,174,15,29,2.1,0.0
1500558,1458979684523,0,159,174,15,29,0.6,0.0
1500573,1458979946222,0,167,174,15,29,1.8,0.3
1500587,1458980206846,0,160,174,15,28,1.1,0.1
1500601,1458980468070,0,161,174,15,29,1.7,0.1
1500614,1458980728255,0,164,173,15,29,0.7,0.0
1500627,1458980989746,0,157,173,15,29,1.3,0.2
1500640,1458981250089,0,157,173,15,28,1.8,0.2
1500653,1458981510223,0,170,173,15,28,1.6,0.2
1500667,1458981770566,0,164,173,15,29,1.6,0.2
1500681,1458982031196,0,163,172,15,29,2.1,0.7
1500693,1458982292192,0,160,173,15,29,1.2,0.3
1500709,1458982552913,0,160,173,14,28,0.7,0.0
1500723,1458982812999,0,167,173,14,28,1.0,0.1
1500739,1458983073127,0,167,174,15,28,0.9,0.0
1500754,1458983333140,0,160,172,15,29,1.0,0.2
1500767,1458983593609,0,167,173,15,29,0.5,0.0
1500783,1458983853609,0,159,173,15,28,2.0,0.6
1500797,1458984114412,0,167,173,15,28,0.9,0.2
1500813,1458984375004,0,161,173,14,29,0.7,0.0
1500826,1458984635259,0,163,173,15,29,1.8,0.2
1500840,1458984895226,0,160,173,15,29,0.9,0.1
1500854,1458985155442,0,159,172,15,28,0.8,0.0
1500868,1458985415550,0,160,173,15,29,1.2,0.3
1500883,1458985685540,0,158,172,14,29,0.8,0.0
1500897,1458985945466,0,167,171,14,29,0.6,0.1
1500911,1458986206054,0,162,172,14,29,1.0,0.0
1500924,1458986466945,0,174,172,14,29,1.7,0.4
1500937,1458986727184,0,169,172,14,29,0.6,0.0
1500951,1458986987532,0,159,172,14,29,0.6,0.0
1500965,1458987247673,0,163,171,14,28,1.0,0.2
1500981,1458987508824,0,159,173,14,29,0.5,0.0
1500996,1458987769076,0,166,173,15,28,2.7,0.8
1501010,1458988029799,0,164,171,15,28,3.0,0.6
1501024,1458988290411,0,172,172,15,29,1.4,0.6
1501038,1458988550471,0,161,172,15,28,1.0,0.4
1501052,1458988810742,0,167,171,15,28,1.2,0.2
1501067,1458989071557,0,164,172,15,29,1.2,0.1
1501081,1458989331984,0,158,171,15,28,1.3,0.4
1501096,1458989592313,0,159,172,15,28,0.3,0.0
1501111,1458989854038,0,162,172,15,29,1.0,0.0
1501126,1458990115455,0,165,171,15,29,0.7,0.1
1501141,1458990375922,0,174,172,15,29,1.1,0.1
1501153,1458990636084,0,166,172,15,29,1.5,0.2
1501168,1458990896601,0,160,171,15,29,1.1,0.2
1501182,1458991157413,0,162,172,14,29,0.8,0.0
1501196,1458991418170,0,155,172,15,29,1.3,0.4
1501210,1458991678644,0,166,171,14,29,0.6,0.1
1501221,1458991939473,0,164,172,15,29,1.0,0.4
1501233,1458992200344,0,169,173,15,29,0.3,0.1
1501248,1458992460330,0,165,171,14,29,1.9,0.3
1501261,1458992720663,0,158,172,15,29,1.0,0.3
1501276,1458992981000,0,159,172,14,29,1.3,0.4
1501291,1458993241505,0,155,171,15,29,1.3,0.2
1501305,1458993502966,0,155,172,15,29,1.6,0.4
1501319,1458993763960,0,163,171,15,29,2.1,0.5
1501333,1458994024281,0,178,171,15,29,0.8,0.2
1501350,1458994284207,0,164,171,15,29,0.6,0.0
1501365,1458994544582,0,159,171,14,29,0.9,0.1
1501379,1458994806477,0,158,171,14,29,1.5,0.3
1501392,1458995067085,0,163,171,15,29,1.6,0.0
1501406,1458995327857,0,163,170,14,29,0.6,0.0
1501420,1458995589126,0,163,171,15,29,1.4,0.1
1501434,1458995849751,0,160,172,14,29,1.7,0.3
1501448,1458996110259,0,161,171,15,29,0.8,0.1
1501461,1458996370287,0,166,172,15,29,0.9,0.0
1501476,1458996630965,0,167,172,15,29,1.4,0.3
1501489,1458996891410,0,164,173,15,28,1.0,0.3
1501502,1458997152438,0,160,174,15,28,1.8,0.3
1501514,1458997412187,0,160,173,15,28,1.0,0.2
1501526,1458997672099,0,159,174,15,28,0.9,0.2
1501541,1458997932408,0,159,174,15,28,1.3,0.3
1501556,1458998192837,0,165,175,15,28,1.3,0.2
1501569,1458998483475,0,159,174,15,28,1.9,0.1
1501584,1458998745414,0,164,179,15,28,0.8,0.2
1501597,1458999006833,0,168,176,14,28,2.2,0.2
1501614,1458999267188,0,166,177,15,28,1.4,0.2
1501629,1458999527742,0,165,175,15,28,1.8,0.2
1501643,1458999787907,0,156,176,15,28,2.0,0.5
1501657,1459000048885,0,165,175,15,28,1.1,0.0
1501668,1459000310600,0,162,176,15,28,1.5,0.3
1501682,1459000570997,0,160,175,14,28,1.7,0.3
1501698,1459000834209,0,161,173,15,28,1.8,0.3
1501711,1459001094637,0,165,173,14,28,2.1,0.1
1501727,1459001355684,0,161,173,14,28,2.1,0.5
1501740,1459001616525,0,160,172,14,28,1.7,0.0
1501753,1459001876770,0,163,171,14,29,1.4,0.2
1501768,1459002137255,0,160,171,15,29,2.3,0.6
1501782,1459002398368,0,162,172,14,28,1.6,0.1
1501797,1459002659128,0,161,172,16,28,2.1,0.3
1501808,1459002919427,0,165,171,15,28,1.6,0.2
1501820,1459003180674,0,160,170,14,28,1.4,0.1
1501834,1459003440846,0,160,171,14,28,1.6,0.0
1501848,1459003700907,0,161,172,14,28,2.3,0.3
1501862,1459003962553,0,159,172,14,28,2.3,0.2
1501874,1459004222846,0,165,172,15,28,2.3,0.1
1501889,1459004483055,0,166,172,14,28,2.4,0.2
1501903,1459004743600,0,165,173,15,29,2.3,0.4
1501920,1459005006785,0,162,172,15,28,2.7,0.2
1501935,1459005267895,0,163,172,15,28,1.9,0.2
1501949,1459005528189,0,163,172,16,28,2.7,0.1
1501965,1459005789027,0,161,173,15,28,1.9,0.1
1501980,1459006052260,0,163,173,16,28,2.3,0.0
1501994,1459006313225,0,160,174,15,28,3.3,0.5
1502012,1459006574457,0,160,173,15,28,2.0,0.2
1502027,1459006834612,0,163,174,15,28,2.7,0.2
1502043,1459007095888,0,155,176,15,28,2.6,0.4
1502058,1459007356112,0,162,179,15,28,1.4,0.1
1502071,1459007620404,0,159,181,16,28,1.8,0.2
1502087,1459007880869,0,163,182,16,28,2.3,0.2
1502102,1459008141321,0,158,187,15,28,2.3,0.5
1502117,1459008402835,0,165,191,15,28,1.8,0.4
1502132,1459008664471,0,170,194,16,28,1.7,0.2
1502147,1459008924566,0,167,197,15,28,1.8,0.1
1502164,1459009185485,0,151,198,15,28,3.3,0.3
1502178,1459009446331,0,159,201,15,28,3.2,0.5
1502194,1459009706612,0,165,202,15,28,2.8,0.4
1502211,1459009967452,0,160,203,15,28,2.1,0.0
1502228,1459010257830,0,161,200,15,28,2.3,0.2
1502246,1459010547986,0,158,195,15,28,2.9,0.5
1502262,1459010808717,0,163,193,15,28,3.8,0.6
1502277,1459011072044,0,162,188,15,28,2.0,0.1
1502292,1459011332411,0,161,194,15,28,2.2,0.3
1502307,1459011592909,0,159,191,15,28,1.8,0.2
1502321,1459011854369,0,163,192,15,28,2.4,0.3
1502336,1459012115344,0,158,189,15,28,2.0,0.0
1502349,1459012375467,0,156,184,15,28,2.9,0.5
1502363,1459012636113,0,163,189,15,28,1.6,0.0
1502377,1459012896268,0,161,191,15,28,1.4,0.0
1502392,1459013157319,0,159,191,15,28,3.2,0.3
1502406,1459013417084,0,159,194,15,28,4.8,0.3
1502420,1459013676979,0,161,196,15,28,3.3,0.1
1502434,1459013937684,0,159,196,15,28,3.3,0.2
1502447,1459014197787,0,159,197,15,28,1.4,0.0
1502461,1459014458304,0,157,201,15,28,2.7,0.3
1502474,1459014719121,0,160,198,15,28,2.5,0.2
1502488,1459014979331,0,161,199,15,28,2.3,0.4
1502500,1459015240379,0,165,195,15,28,2.8,0.3
1502513,1459015501401,0,166,198,15,28,2.9,0.3
1502529,1459015761507,0,155,198,15,28,2.1,0.2
1502542,1459016022269,0,161,200,15,28,3.2,0.5
1502559,1459016283413,0,165,202,14,28,2.7,0.2
1502573,1459016544202,0,160,200,15,28,2.4,0.3
1502586,1459016804869,0,156,196,15,28,3.2,0.5
