id,tsUnix,AN,CO,CO2,NH3,__rssi,pmx,pmy
1430661,1457751857918,0,163,185,18,31,1.0,0.0
1430672,1457752119017,0,160,185,18,31,1.5,0.2
1430684,1457752379646,0,165,184,18,31,2.7,0.1
1430698,1457752640479,0,161,184,18,31,0.8,0.2
1430713,1457752901103,0,163,185,18,31,0.9,0.0
1430726,1457753161474,0,157,185,18,31,0.4,0.0
1430739,1457753422187,0,159,184,18,31,2.2,0.5
1430752,1457753685211,0,164,184,18,31,1.1,0.2
1430769,1457753954152,0,155,183,18,31,1.6,0.3
1430786,1457754217039,0,155,184,18,31,0.7,0.1
1430800,1457754477709,0,170,183,18,31,3.0,0.8
1430815,1457754738957,0,161,184,18,31,1.1,0.1
1430830,1457754999895,0,161,183,18,31,1.2,0.0
1430846,1457755260323,0,163,184,18,31,1.5,0.2
1430860,1457755522164,0,167,184,18,31,1.2,0.4
1430875,1457755786632,0,163,184,18,31,1.2,0.2
1430890,1457756047176,0,163,183,18,31,1.4,0.1
1430906,1457756307805,0,165,183,18,31,1.2,0.2
1430934,1457756821031,0,163,183,18,31,1.9,0.1
1430946,1457757082116,0,161,183,18,31,1.1,0.2
1430962,1457757342800,0,162,182,18,31,1.1,0.1
1430977,1457757603379,0,160,182,19,31,0.4,0.1
1430991,1457757863895,0,162,184,18,31,0.4,0.0
1431005,1457758125940,0,164,184,18,31,1.6,0.4
1431018,1457758386384,0,163,184,18,31,3.1,0.5
1431032,1457758657764,0,163,185,18,31,0.9,0.2
1431047,1457758918204,0,161,185,18,31,1.0,0.1
1431063,1457759178709,0,160,185,18,31,0.8,0.0
1431078,1457759440459,0,170,185,18,31,0.4,0.0
1431093,1457759701324,0,167,184,18,31,1.6,0.2
1431109,1457759962026,0,168,185,18,31,1.1,0.0
1431125,1457760227876,0,162,186,18,31,0.8,0.2
1431140,1457760488422,0,164,184,18,31,1.4,0.4
1431154,1457760750594,0,158,184,18,31,1.1,0.0
1431168,1457761011427,0,163,184,17,31,1.5,0.4
1431184,1457761272044,0,154,182,18,31,1.2,0.0
1431199,1457761532627,0,157,184,18,31,1.1,0.0
1431211,1457761793225,0,163,183,17,31,1.0,0.0
1431228,1457762053996,0,161,183,17,31,0.8,0.2
1431258,1457762567740,0,173,183,18,31,1.7,0.2
1431274,1457762828498,0,161,183,18,31,1.7,0.2
1431289,1457763089181,0,159,184,17,31,0.0,0.0
1431302,1457763350246,0,163,184,17,31,0.2,0.0
1431316,1457763612702,0,165,184,18,31,1.4,0.3
1431333,1457763873426,0,175,184,19,31,0.0,0.0
1431348,1457764134899,0,161,184,17,31,0.4,0.0
1431364,1457764395320,0,160,184,18,31,1.4,0.3
1431378,1457764659145,0,159,184,17,31,0.4,0.0
1431394,1457764919842,0,159,183,18,31,0.6,0.0
1431409,1457765180613,0,160,183,17,31,1.3,0.2
1431423,1457765441199,0,164,184,17,31,0.3,0.0
1431437,1457765702302,0,159,183,17,31,1.1,0.0
1431452,1457765963302,0,163,183,17,31,0.0,0.0
1431468,1457766235217,0,176,184,17,31,1.6,0.4
1431486,1457766495651,0,157,183,17,31,0.7,0.0
1431501,1457766756324,0,160,184,17,31,1.1,0.2
1431516,1457767019569,0,168,184,17,31,0.4,0.0
1431529,1457767280217,0,164,183,17,31,1.1,0.3
1431543,1457767541612,0,159,184,17,31,1.6,0.1
1431561,1457767802251,0,159,183,17,31,1.1,0.1
1431574,1457768066194,0,169,183,17,31,0.8,0.0
1431590,1457768326720,0,159,183,17,31,0.5,0.0
1431607,1457768587292,0,156,185,17,31,1.0,0.4
1431623,1457768848022,0,165,183,18,31,0.5,0.2
1431638,1457769108572,0,160,182,17,31,0.8,0.1
1431654,1457769369822,0,163,184,17,31,2.1,0.2
1431672,1457769681883,0,162,184,18,31,1.1,0.0
1431687,1457769943926,0,167,184,18,31,1.5,0.0
1431702,1457770205416,0,160,185,18,31,1.2,0.2
1431716,1457770466745,0,167,184,18,31,0.9,0.4
1431732,1457770728598,0,174,184,17,31,1.5,0.0
1431747,1457770989147,0,163,184,17,31,1.0,0.1
1431762,1457771249912,0,167,184,17,31,1.5,0.3
1431776,1457771511506,0,158,183,17,31,2.0,0.1
1431792,1457771774037,0,162,184,17,31,1.8,0.1
1431807,1457772034733,0,165,183,17,31,1.3,0.2
1431823,1457772297458,0,164,183,18,31,1.3,0.1
1431838,1457772558175,0,157,182,18,31,1.5,0.3
1431851,1457772819275,0,161,183,17,31,1.4,0.2
1431867,1457773081000,0,169,182,17,31,0.5,0.0
1431881,1457773341497,0,166,183,17,31,0.6,0.0
1431896,1457773602919,0,166,183,17,31,0.9,0.3
1431911,1457773868027,0,161,182,17,31,2.1,0.2
1431925,1457774138477,0,162,183,18,31,1.2,0.2
1431937,1457774401525,0,164,183,18,31,1.1,0.1
1431950,1457774663125,0,159,185,18,31,1.2,0.1
1431965,1457774923731,0,165,184,17,31,1.1,0.0
1431987,1457775230805,0,157,184,18,31,1.1,0.1
1432000,1457775491462,0,160,183,18,31,1.6,0.3
1432029,1457776014412,0,167,183,18,31,0.5,0.0
1432042,1457776281212,0,155,183,18,31,1.5,0.0
1432057,1457776542583,0,156,185,18,31,0.9,0.2
1432074,1457776804152,0,163,183,18,31,0.8,0.0
1432089,1457777066784,0,156,182,18,31,1.6,0.1
1432104,1457777327029,0,172,182,18,31,0.4,0.0
1432122,1457777587990,0,154,183,18,31,1.1,0.1
1432137,1457777849645,0,165,183,17,31,2.2,0.7
1432153,1457778112821,0,162,183,17,31,2.0,0.2
1432167,1457778373744,0,166,183,17,31,0.4,0.0
1432183,1457778635764,0,159,183,17,31,2.2,0.5
1432210,1457779051530,0,161,184,17,31,1.2,0.3
1432226,1457779312181,0,155,182,17,31,1.1,0.1
1432242,1457779572749,0,166,184,17,31,1.2,0.0
1432259,1457779843019,0,156,183,18,31,1.1,0.1
1432275,1457780121504,0,158,183,18,31,1.5,0.1
1432309,1457780679068,0,171,183,18,31,0.8,0.1
1432325,1457780943843,0,155,183,18,31,1.2,0.4
1432339,1457781208206,1,165,184,18,31,0.9,0.2
1432357,1457781471881,0,165,182,18,31,0.9,0.3
1432371,1457781735352,0,163,182,18,31,0.6,0.0
1432387,1457781996365,0,159,185,18,31,1.1,0.1
1432402,1457782256871,0,160,183,18,31,1.3,0.1
1432417,1457782517773,0,160,182,18,31,1.4,0.0
1432432,1457782778566,0,160,181,18,31,1.4,0.0
1432444,1457783039106,0,162,181,18,31,0.9,0.0
1432463,1457783299622,0,163,182,18,31,0.9,0.1
1432477,1457783560356,0,170,183,18,31,1.0,0.2
1432494,1457783826129,0,162,183,18,31,1.4,0.3
1432510,1457784088818,0,158,183,18,31,1.5,0.2
1432526,1457784354424,0,160,183,18,31,1.2,0.0
1432543,1457784616269,0,164,183,19,31,0.7,0.0
1432557,1457784876606,0,167,182,18,31,1.2,0.4
1432573,1457785137260,0,165,183,18,31,1.3,0.1
1432589,1457785397648,0,159,183,18,31,1.6,99.0
1432606,1457785658069,0,171,183,18,31,1.0,0.1
1432623,1457785919961,0,163,183,18,31,1.0,0.3
1432637,1457786180485,0,166,184,18,31,1.1,0.2
1432652,1457786441193,0,158,184,18,31,1.0,0.1
1432666,1457786703230,0,164,186,19,31,0.8,0.0
1432684,1457786963517,0,160,185,18,31,0.6,0.1
1432700,1457787224361,0,163,191,18,31,0.5,0.0
1432716,1457787484788,0,168,191,18,31,1.0,0.0
1432733,1457787746562,0,167,189,18,31,1.2,0.2
1432749,1457788007409,0,159,192,18,31,0.7,0.0
1432762,1457788268011,0,167,190,19,31,1.1,0.1
1432780,1457788529964,0,165,192,19,31,0.6,0.0
1432793,1457788790520,0,164,197,18,31,1.4,0.1
1432807,1457789056911,0,158,195,18,31,1.1,0.4
1432824,1457789321361,0,160,192,18,31,1.1,0.3
1432839,1457789582068,0,163,191,18,31,1.5,0.2
1432856,1457789843191,0,161,188,18,31,3.4,0.7
1432871,1457790105626,0,166,183,17,31,2.4,0.3
1432885,1457790373043,0,156,183,18,31,1.6,0.2
1432902,1457790634611,0,158,182,18,31,1.0,0.3
1432916,1457790895197,0,160,183,18,31,1.7,0.1
1432959,1457791691089,0,160,181,18,31,2.2,0.7
1432973,1457791952197,0,157,181,18,31,2.7,0.8
1432988,1457792212522,0,153,181,18,31,1.5,0.0
1433004,1457792476580,0,163,181,18,31,1.7,0.3
1433022,1457792738517,0,167,180,18,31,1.0,0.2
1433036,1457793000075,0,161,180,18,31,1.5,0.3
1433052,1457793260600,0,157,180,17,31,2.0,0.3
1433066,1457793521268,0,167,180,18,31,1.1,0.3
1433082,1457793787725,0,165,180,18,31,3.0,0.7
1433118,1457794414628,0,152,179,17,31,0.6,0.0
1433134,1457794675956,0,164,179,18,31,1.4,0.2
1433150,1457794937021,0,163,180,18,31,1.7,0.6
1433166,1457795199804,0,163,180,18,31,3.2,0.4
1433184,1457795460799,0,159,182,18,31,1.0,0.0
1433199,1457795724062,0,165,183,18,31,2.2,0.4
1433213,1457795984817,0,161,181,18,31,1.3,0.3
1433229,1457796248243,0,167,181,18,31,1.3,0.2
1433244,1457796512924,0,168,180,17,31,0.3,0.0
1433260,1457796777389,0,165,180,17,31,1.5,0.2
1433274,1457797038086,0,169,180,18,31,2.3,0.5
1433291,1457797298708,0,157,180,18,31,1.4,0.2
1433309,1457797561301,0,151,180,18,31,1.1,0.1
1433321,1457797821826,0,163,181,18,31,3.0,0.6
1433338,1457798082709,0,167,182,18,31,1.9,0.3
1433351,1457798345239,0,166,182,18,31,1.1,0.0
1433367,1457798608270,0,162,182,18,31,1.3,0.4
1433382,1457798871212,0,163,182,18,31,1.5,0.3
1433395,1457799136126,0,166,182,18,31,2.2,0.5
1433412,1457799401106,0,164,182,18,31,1.9,0.5
1433428,1457799661800,0,153,181,18,31,2.1,0.5
1433443,1457799923826,0,160,182,18,31,2.0,0.1
1433459,1457800186313,0,163,183,18,31,1.0,0.0
1433476,1457800449615,0,167,181,18,31,1.5,0.1
1433492,1457800710102,0,167,182,18,31,1.0,0.2
1433507,1457800970552,0,163,181,18,31,2.1,0.0
1433521,1457801231284,0,166,181,18,31,1.5,0.4
1433535,1457801491704,0,162,182,18,31,1.5,0.3
1433549,1457801752121,0,160,181,18,31,1.7,0.0
1433564,1457802012449,0,163,181,19,31,1.0,0.0
1433580,1457802272763,0,161,182,18,31,0.3,0.0
1433593,1457802533072,0,162,182,18,31,1.1,0.0
1433608,1457802794010,0,162,183,18,31,2.1,0.0
1433623,1457803054530,0,169,185,18,31,0.8,0.0
1433639,1457803314841,0,167,186,18,31,2.2,0.5
1433655,1457803575302,0,159,186,19,31,2.4,0.2
1433669,1457803835737,0,166,185,18,31,3.1,0.9
1433683,1457804103684,0,160,185,18,31,1.2,0.1
1433698,1457804369419,0,169,184,18,31,0.9,0.2
1433715,1457804629730,0,156,184,18,31,1.5,0.4
1433730,1457804895022,0,163,184,18,31,1.3,0.2
1433745,1457805166892,0,165,182,18,31,0.9,0.1
1433760,1457805428009,0,159,183,18,31,2.2,0.3
1433774,1457805688534,0,163,183,18,31,2.0,0.5
1433789,1457805949035,0,169,183,18,31,1.2,0.1
