id,tsUnix,AN,CO,CO2,NH3,__rssi,pmx,pmy
1468707,1458442813675,0,160,178,16,28,1.9,0.2
1468720,1458443073993,0,162,179,17,28,2.8,0.5
1468735,1458443334247,0,167,179,17,28,1.6,0.0
1468749,1458443595919,0,170,176,17,29,3.1,0.5
1468766,1458443856126,0,157,175,16,29,2.3,0.4
1468779,1458444116065,0,169,176,16,28,1.5,0.3
1468794,1458444376554,0,157,176,16,28,1.5,0.3
1468808,1458444636834,0,163,175,16,29,1.9,0.2
1468824,1458444897028,0,159,176,16,28,1.8,0.2
1468836,1458445157274,0,161,175,16,29,0.9,0.0
1468852,1458445418548,0,160,175,16,28,1.7,0.3
1468867,1458445680467,0,160,175,16,28,0.1,0.0
1468882,1458445940948,0,164,175,16,29,1.5,0.3
1468898,1458446201563,0,160,176,16,29,1.2,0.3
1468913,1458446463180,0,173,174,16,29,1.4,0.2
1468928,1458446722966,0,165,174,16,28,1.3,0.1
1468944,1458446984632,0,157,176,16,28,0.5,0.0
1468961,1458447255900,0,160,174,16,28,0.6,0.0
1468975,1458447516529,0,172,175,16,29,0.8,0.0
1468990,1458447776458,0,164,175,16,29,1.8,0.3
1469006,1458448039302,0,158,176,16,28,1.6,0.1
1469023,1458448300369,0,159,176,16,29,1.6,0.5
1469035,1458448561101,0,165,175,16,29,1.9,0.2
1469047,1458448821349,0,163,176,16,29,0.4,0.0
1469063,1458449081202,0,160,177,16,28,1.4,0.1
1469074,1458449341087,0,163,177,16,28,0.5,0.2
1469106,1458449872531,0,163,177,16,28,0.8,0.1
1469122,1458450135617,0,160,177,16,28,0.5,0.0
1469139,1458450396363,0,158,177,16,29,0.4,0.0
1469152,1458450656968,0,166,178,16,28,0.4,0.0
1469168,1458450917525,0,160,176,16,28,0.8,0.1
1469183,1458451177881,0,157,176,16,28,0.9,0.0
1469199,1458451438690,0,167,176,16,29,1.3,0.2
1469215,1458451699017,0,161,176,16,28,0.6,0.2
1469230,1458451959005,0,167,177,16,28,1.8,0.2
1469245,1458452218765,0,158,176,16,29,0.0,0.0
1469263,1458452478824,0,170,176,15,28,1.0,0.1
1469277,1458452739192,0,163,176,16,28,0.7,0.0
1469292,1458452999299,0,169,174,16,28,0.2,0.0
1469307,1458453259463,0,163,175,16,28,1.1,0.0
1469323,1458453519681,0,173,176,16,28,0.7,0.0
1469342,1458453779682,0,157,175,16,28,0.6,0.0
1469357,1458454039686,0,157,175,16,28,0.6,0.0
1469372,1458454299629,0,163,176,16,29,1.2,0.2
1469386,1458454560379,0,167,176,16,29,1.1,0.1
1469401,1458454820689,0,159,176,16,28,1.2,0.2
1469419,1458455080927,0,165,176,16,28,1.5,0.3
1469435,1458455341035,0,159,176,16,29,1.2,0.0
1469450,1458455631833,0,168,176,16,28,1.8,0.3
1469466,1458455892302,0,169,176,16,28,1.7,0.5
1469481,1458456152823,0,163,176,16,28,0.6,0.0
1469496,1458456413953,0,160,176,16,28,0.9,0.2
1469513,1458456674387,0,157,176,16,28,0.5,0.0
1469528,1458456935219,0,160,176,16,28,0.4,0.0
1469545,1458457195605,0,161,176,16,28,1.1,0.1
1469561,1458457456009,0,160,176,16,28,1.3,0.1
1469577,1458457716192,0,159,177,16,29,1.0,0.1
1469593,1458457979655,0,162,176,16,28,0.7,0.0
1469610,1458458239643,0,152,176,16,28,0.5,0.0
1469626,1458458499964,0,159,176,16,28,1.3,0.3
1469641,1458458759812,0,162,176,16,28,1.2,0.3
1469661,1458459020613,0,161,176,16,28,1.7,0.3
