id,tsUnix,AN,CO,CO2,NH3,__rssi,pmx,pmy
1504220,1459047831865,0,165,183,16,29,3.8,0.4
1504237,1459048092045,0,160,179,15,29,3.0,0.3
1504252,1459048352669,0,164,177,16,29,1.7,0.3
1504267,1459048613175,0,164,177,15,28,2.7,0.5
1504282,1459048873288,0,168,177,16,29,2.0,0.2
1504296,1459049133489,0,159,175,15,29,1.9,0.5
1504313,1459049400685,0,156,173,16,29,2.4,0.4
1504328,1459049660743,0,163,173,15,29,1.1,0.2
1504342,1459049921450,0,163,173,16,28,1.3,0.2
1504357,1459050181810,0,166,173,15,29,2.7,0.5
1504374,1459050442944,0,162,173,15,28,1.2,0.0
1504391,1459050704418,0,159,173,15,28,1.1,0.1
1504407,1459050964923,0,160,173,16,29,1.4,0.0
1504423,1459051225607,0,163,172,15,29,2.0,0.1
1504438,1459051485632,0,167,173,15,28,2.1,0.4
1504456,1459051746085,0,167,172,16,28,2.2,0.4
1504472,1459052006461,0,158,172,15,28,0.9,0.0
1504488,1459052273795,0,159,172,15,29,1.8,0.6
1504504,1459052534241,0,160,174,15,29,1.5,0.0
1504521,1459052794274,0,161,173,15,29,1.5,0.0
1504537,1459053054924,0,163,174,16,29,2.9,0.6
1504552,1459053315798,0,161,173,16,29,1.8,0.2
1504567,1459053576598,0,159,173,15,29,0.3,0.0
1504581,1459053837067,0,165,174,15,29,1.5,0.2
1504595,1459054097379,0,164,173,15,29,0.9,0.0
1504611,1459054358125,0,162,173,15,29,1.0,0.0
1504626,1459054619107,0,167,175,15,28,2.0,0.2
1504642,1459054879253,0,161,174,15,29,1.5,0.3
1504660,1459055140223,0,162,174,15,29,1.8,0.1
1504677,1459055400240,0,156,173,15,29,1.6,0.2
1504692,1459055660808,0,154,174,15,29,2.4,0.3
1504707,1459055921904,0,167,174,15,29,2.4,0.2
1504724,1459056182364,0,162,175,16,29,2.2,0.2
1504738,1459056442954,0,159,174,15,28,1.0,0.0
1504753,1459056703549,0,163,174,16,29,2.4,0.5
1504768,1459056963386,0,167,176,15,29,1.9,0.3
1504786,1459057224091,0,160,176,16,29,2.6,0.9
1504798,1459057484165,0,155,176,15,29,2.4,0.3
1504814,1459057745153,0,166,175,15,29,1.1,0.2
1504830,1459058006268,0,157,174,15,29,1.8,0.2
1504844,1459058266292,0,157,175,15,29,2.2,0.4
1504860,1459058527006,0,167,175,15,29,1.7,0.4
1504875,1459058787027,0,155,176,15,29,1.2,0.0
1504890,1459059052115,0,159,174,15,28,1.2,0.0
1504906,1459059312670,0,163,175,15,29,2.1,0.0
1504918,1459059573987,0,163,175,15,29,1.5,0.3
1504933,1459059833942,0,163,175,15,29,2.0,0.3
1504948,1459060094737,0,161,175,15,29,0.6,0.0
1504962,1459060354874,0,163,174,14,28,2.1,0.2
1504976,1459060615045,0,161,174,14,28,2.7,0.4
1504990,1459060875146,0,159,174,14,28,1.5,0.0
1505007,1459061136085,0,155,173,15,29,1.4,0.2
1505023,1459061396145,0,171,174,14,29,0.6,0.1
1505037,1459061656179,0,156,173,14,29,1.1,0.2
1505053,1459061916229,0,161,174,14,29,1.7,0.0
1505069,1459062179763,0,161,175,14,29,0.6,0.0
1505085,1459062441590,0,164,173,14,29,0.6,0.1
1505101,1459062701968,0,159,173,14,29,1.0,0.0
1505117,1459062962403,0,158,172,14,29,1.9,0.3
1505133,1459063223769,0,158,173,14,28,1.8,0.3
1505146,1459063484172,0,161,172,14,28,1.1,0.0
1505160,1459063745249,0,166,173,14,28,1.3,0.0
1505174,1459064005750,0,161,173,14,28,0.9,0.2
1505191,1459064265748,0,158,173,14,29,1.1,0.1
1505204,1459064526408,0,166,173,14,29,1.4,0.1
1505218,1459064786551,0,151,172,14,29,2.0,0.1
1505235,1459065047005,0,161,173,14,29,1.2,0.0
1505249,1459065307433,0,157,172,14,29,1.6,0.4
1505264,1459065567609,0,159,172,15,28,0.7,0.0
1505279,1459065831995,0,154,173,14,28,1.0,0.0
1505293,1459066092674,0,171,171,14,28,1.2,0.2
1505307,1459066353000,0,158,172,14,29,0.5,0.1
1505322,1459066613528,0,161,171,14,29,1.7,0.2
1505337,1459066873571,0,163,172,14,28,0.9,0.0
1505352,1459067134032,0,161,171,14,29,0.7,0.0
1505364,1459067394195,0,160,171,14,28,0.9,0.3
1505381,1459067654779,0,156,170,14,28,0.4,0.0
1505395,1459067914884,0,157,171,13,29,0.9,0.1
1505409,1459068175230,0,165,172,13,28,0.4,0.0
1505424,1459068435563,0,163,172,14,29,0.6,0.1
1505438,1459068696899,0,161,171,14,29,1.5,0.0
1505455,1459068957209,0,164,172,14,28,0.7,0.0
1505472,1459069218560,0,170,173,14,29,0.6,0.0
1505487,1459069479052,0,158,171,14,29,1.3,0.1
1505503,1459069739169,0,166,172,14,29,0.3,0.0
1505517,1459069999328,0,157,171,14,28,0.8,0.0
1505530,1459070259352,0,155,172,14,28,0.8,0.0
1505546,1459070519753,0,164,172,14,29,1.0,0.1
1505562,1459070780928,0,159,171,14,28,0.8,0.2
1505581,1459071041761,0,159,171,14,28,0.6,0.2
1505596,1459071301945,0,161,171,14,28,1.5,0.5
1505611,1459071562555,0,154,172,15,28,1.8,0.5
1505625,1459071823306,0,161,173,14,28,1.5,0.2
1505642,1459072084023,0,161,172,14,28,0.2,0.0
1505657,1459072344245,0,160,172,15,29,0.6,0.0
1505671,1459072604202,0,163,171,15,29,0.7,0.0
1505686,1459072864610,0,160,171,15,29,0.8,0.1
1505701,1459073124989,0,163,172,15,29,0.3,0.0
1505718,1459073386435,0,169,171,15,29,1.8,0.3
1505734,1459073647006,0,164,172,15,28,0.8,0.1
1505749,1459073907387,0,158,172,15,28,0.2,0.0
1505768,1459074167721,0,164,173,15,29,0.8,0.3
1505783,1459074428474,0,158,171,15,29,0.0,0.0
1505798,1459074688424,0,159,171,15,29,1.3,0.2
1505813,1459074948439,0,160,171,15,29,0.7,0.0
1505827,1459075210133,0,157,172,15,28,0.7,0.0
1505841,1459075471768,0,168,173,15,29,1.2,0.1
1505855,1459075731987,0,156,172,15,29,0.8,0.0
1505875,1459075995085,0,167,172,16,29,1.2,0.1
1505890,1459076265185,0,153,172,15,28,1.3,0.3
1505903,1459076525743,0,169,172,15,28,1.9,0.2
1505919,1459076785989,0,168,172,15,29,0.5,0.0
1505933,1459077046751,0,160,172,15,29,1.1,0.1
1505949,1459077308178,0,162,174,16,29,1.2,0.3
1505964,1459077568215,0,157,171,15,29,1.1,0.0
1505977,1459077829626,0,161,173,15,29,0.6,0.0
1505992,1459078090960,0,165,172,15,28,1.1,0.1
1506008,1459078351022,0,162,172,15,29,0.9,0.3
1506020,1459078612517,0,164,171,15,29,0.8,0.0
1506035,1459078872773,0,161,172,15,29,1.5,0.3
1506049,1459079133187,0,163,172,15,29,0.6,0.2
