id,tsUnix,AN,CO,CO2,NH3,__rssi,pmx,pmy
1453632,1458183611099,0,163,178,16,31,1.9,0.1
1453646,1458183871504,0,161,177,16,31,1.5,0.3
1453661,1458184132226,0,159,177,16,31,0.7,0.1
1453676,1458184393297,0,159,177,16,31,2.0,0.3
1453691,1458184653610,0,160,176,16,31,2.0,0.1
1453704,1458184914205,0,158,176,16,31,0.9,0.2
1453721,1458185176257,0,162,174,16,31,1.4,0.1
1453737,1458185437533,0,160,176,16,31,0.8,0.1
1453750,1458185697783,0,159,176,16,31,1.9,0.3
1453766,1458185958871,0,163,175,16,31,2.0,0.2
1453780,1458186219635,0,163,176,16,31,2.2,0.5
1453795,1458186480426,0,162,174,16,31,1.3,0.2
1453812,1458186740847,0,161,175,16,31,0.9,0.0
1453828,1458187002602,0,168,175,16,31,1.4,0.0
1453844,1458187263149,0,157,175,16,31,1.1,0.5
1453857,1458187523627,0,172,174,16,31,0.5,0.0
1453873,1458187787065,0,156,175,16,31,2.5,0.8
1453886,1458188048249,0,157,175,16,31,2.2,0.7
1453901,1458188309192,0,165,175,16,31,2.1,0.2
1453915,1458188569929,0,168,175,17,31,2.6,0.6
1453932,1458188830431,0,161,176,17,31,1.5,0.2
1453946,1458189091015,0,165,175,16,31,0.8,0.1
1453961,1458189351637,0,157,175,17,31,0.7,0.2
1453976,1458189613139,0,164,175,16,31,1.1,0.3
1453990,1458189873553,0,163,176,16,31,0.0,0.0
1454006,1458190134181,1,161,175,17,31,1.9,0.0
1454024,1458190394914,0,167,177,16,31,0.5,0.0
1454040,1458190655808,0,163,176,16,31,2.5,0.4
1454056,1458190916405,0,163,176,16,31,0.1,0.0
1454073,1458191176695,0,162,177,16,31,1.1,0.3
1454090,1458191437289,0,163,177,17,31,1.7,0.1
1454106,1458191697884,0,163,177,16,31,0.6,0.0
1454124,1458191958411,0,170,177,16,31,1.6,0.0
1454139,1458192220718,0,158,177,17,31,1.2,0.0
1454157,1458192481634,0,158,179,16,31,1.3,0.3
1454172,1458192743663,0,160,178,16,31,1.2,0.2
1454189,1458193005472,0,161,177,17,31,1.9,0.4
1454207,1458193272172,0,161,177,17,31,1.0,0.0
1454225,1458193532706,0,165,178,17,31,2.8,0.4
1454241,1458193795152,0,162,176,17,31,1.1,0.0
1454258,1458194055829,0,164,177,16,31,1.6,0.2
1454276,1458194316518,0,166,177,16,31,0.7,0.0
1454295,1458194577585,0,163,179,17,31,1.4,0.0
1454309,1458194838739,0,162,176,17,25,1.7,0.1
1454329,1458195099757,0,163,178,17,25,1.6,0.2
1454347,1458195360874,0,159,178,16,25,1.4,0.6
1454364,1458195622710,0,159,177,17,25,0.8,0.0
1454382,1458195889092,0,167,177,16,25,0.5,0.0
1454397,1458196150213,0,159,176,17,25,0.2,0.0
1454414,1458196410895,0,163,177,17,25,0.6,0.0
1454431,1458196672434,0,161,176,17,25,1.1,0.1
1454446,1458196934100,0,159,177,17,25,1.0,0.4
1454464,1458197194615,0,158,177,17,25,2.4,0.6
1454480,1458197455879,0,166,177,17,25,1.3,0.1
1454498,1458197717233,0,163,177,17,25,0.8,0.0
1454517,1458197978053,0,152,177,17,25,0.4,0.0
1454533,1458198239375,0,159,177,17,25,1.5,0.5
1454551,1458198500285,0,169,177,17,25,0.6,0.0
1454564,1458198760917,0,157,178,17,25,1.9,0.0
1454581,1458199021985,0,167,176,17,25,0.9,0.4
1454599,1458199282857,0,168,176,17,25,0.6,0.0
1454612,1458199544412,0,160,176,17,25,0.7,0.0
1454628,1458199805293,0,157,177,17,25,0.6,0.0
1454646,1458200066418,0,155,177,16,25,1.5,0.1
1454666,1458200327199,0,161,177,17,25,1.4,0.2
1454684,1458200588641,0,171,178,17,25,0.4,0.0
1454701,1458200849867,0,160,177,17,25,1.6,0.3
1454719,1458201111081,0,159,177,17,25,0.4,0.0
1454738,1458201390514,0,159,176,17,28,1.7,0.4
1454757,1458201651141,0,163,177,17,18,0.0,0.0
1454773,1458201911245,0,160,178,17,28,0.5,0.0
1454791,1458202172153,0,166,176,17,28,0.6,0.0
1454809,1458202432407,0,162,176,17,28,0.6,0.0
1454830,1458202694180,0,160,176,17,28,1.4,0.2
1454849,1458202955423,0,167,176,17,29,0.8,0.2
1454869,1458203218123,0,157,176,17,29,1.5,0.2
1454883,1458203478297,0,160,176,17,28,1.0,0.0
1454898,1458203738491,0,162,176,17,28,0.5,0.1
1454916,1458203999000,0,163,176,17,28,1.1,0.4
1454934,1458204259788,0,173,177,17,28,0.8,0.0
1454951,1458204520931,0,161,178,17,29,0.5,0.1
1454970,1458204786782,0,161,177,17,28,0.5,0.0
1454991,1458205055753,0,157,177,17,28,0.7,0.2
1455006,1458205318831,0,158,177,17,28,0.3,0.0
1455023,1458205580311,0,166,177,17,28,0.5,0.0
1455040,1458205841326,0,167,179,17,28,1.0,0.2
1455058,1458206109865,0,164,178,17,29,0.7,0.1
1455077,1458206376625,0,161,177,17,28,1.4,0.0
1455093,1458206637468,0,162,179,17,28,0.5,0.1
1455111,1458206906289,0,170,178,17,28,1.4,0.4
1455130,1458207168194,0,161,178,17,28,1.0,0.1
1455145,1458207431063,0,163,177,17,28,2.3,0.7
1455164,1458207692695,0,165,177,17,28,1.2,0.2
1455184,1458207953819,0,162,177,17,28,0.2,0.0
1455202,1458208216213,0,167,177,17,28,1.2,0.2
1455221,1458208477555,0,167,176,17,28,1.8,0.4
1455237,1458208741703,0,162,176,17,28,1.7,0.1
1455255,1458209004951,0,165,176,17,28,1.0,0.1
1455271,1458209265924,0,158,176,17,28,1.0,0.1
1455291,1458209526774,0,160,176,17,28,1.3,0.1
1455308,1458209794820,0,166,176,17,28,0.7,0.0
1455328,1458210057154,0,164,175,17,28,1.7,0.3
1455346,1458210319166,0,162,176,17,28,1.4,0.3
1455365,1458210580052,0,161,176,17,28,1.3,0.1
1455382,1458210840769,0,166,175,17,28,2.3,0.0
1455398,1458211101088,0,156,175,17,28,1.8,0.5
1455417,1458211362161,0,163,175,18,28,0.9,0.3
1455436,1458211622689,0,165,174,17,28,1.3,0.2
1455452,1458211883694,0,160,175,17,28,1.9,0.4
1455469,1458212144477,0,161,175,17,28,1.8,0.3
1455486,1458212405484,0,163,175,17,28,1.6,0.4
1455501,1458212666685,0,162,176,17,28,0.6,0.1
1455520,1458212926764,0,159,174,17,28,0.7,0.0
1455538,1458213187421,0,159,176,17,28,1.4,0.2
1455555,1458213448258,0,163,176,17,28,1.4,0.3
1455574,1458213709219,0,163,176,17,28,0.7,0.0
1455589,1458213969900,0,157,177,17,28,0.9,0.1
1455607,1458214230579,0,165,176,17,28,1.1,0.1
1455623,1458214491484,0,157,176,17,28,1.1,0.2
1455642,1458214753969,0,165,176,17,28,0.5,0.0
1455659,1458215018099,0,160,176,17,28,1.2,0.1
1455678,1458215278940,0,166,175,17,28,1.4,0.1
1455694,1458215549141,0,161,176,17,28,1.1,0.0
1455712,1458215809901,0,164,176,17,28,0.7,0.2
1455728,1458216070453,0,160,176,17,28,1.9,0.5
1455746,1458216331521,0,163,177,17,28,1.2,0.0
1455760,1458216592145,0,164,178,17,28,1.5,0.1
1455775,1458216852781,0,157,179,17,28,0.7,0.1
1455791,1458217113381,0,166,179,17,28,1.2,0.0
1455809,1458217373772,0,160,179,17,28,1.4,0.2
1455825,1458217633847,0,161,180,17,28,2.8,0.5
1455841,1458217894219,0,169,181,17,28,1.1,0.1
1455858,1458218158071,0,167,177,17,28,1.8,0.3
1455874,1458218418947,0,166,177,17,28,1.6,0.2
1455892,1458218682106,0,162,176,17,29,2.8,0.3
1455908,1458218941933,0,173,177,17,28,1.0,0.0
1455925,1458219202028,0,165,175,17,28,2.3,0.1
1455940,1458219462515,0,161,177,17,28,0.8,0.0
1455958,1458219722723,0,169,178,18,28,2.4,0.3
1455973,1458219982772,0,167,178,17,28,1.5,0.1
1455986,1458220243023,0,170,177,17,28,1.8,0.1
1456001,1458220503225,0,160,176,17,28,1.3,0.2
1456017,1458220763113,0,166,177,17,28,1.7,0.3
1456036,1458221023403,0,164,178,17,28,2.3,0.2
1456052,1458221284119,0,163,177,17,28,2.5,0.6
1456067,1458221544803,0,162,178,17,28,1.1,0.2
1456083,1458221806247,0,162,178,17,28,2.7,0.9
1456099,1458222066966,0,167,178,17,28,1.6,0.4
1456114,1458222327325,0,161,177,17,28,1.4,0.0
1456128,1458222587440,0,160,177,18,28,2.6,0.1
1456146,1458222847484,0,168,177,18,29,0.7,0.0
1456162,1458223107828,0,165,176,18,28,1.5,0.0
1456178,1458223368205,0,173,177,18,28,1.9,0.1
1456195,1458223629683,0,161,177,17,28,3.3,0.6
1456209,1458223890412,0,159,177,17,28,1.1,0.2
1456225,1458224176481,0,161,176,17,28,1.9,0.2
1456240,1458224428521,0,158,178,18,28,1.7,0.1
1456254,1458224689065,0,159,178,17,28,0.9,0.2
1456271,1458224949317,0,157,179,17,28,1.2,0.3
1456285,1458225209278,0,164,178,17,28,1.2,0.2
1456300,1458225469427,0,155,180,17,28,2.3,0.4
1456315,1458225729882,0,159,177,16,28,1.7,0.3
1456329,1458225999985,0,169,179,17,28,2.0,0.1
1456346,1458226262461,0,167,179,17,28,1.3,0.1
1456359,1458226522861,0,165,179,17,28,2.9,0.4
1456376,1458226783373,0,158,176,17,28,1.9,0.0
1456392,1458227043560,0,162,177,17,28,1.0,0.0
1456412,1458227304496,0,159,177,17,28,1.7,0.2
1456428,1458227565138,0,160,176,17,28,0.4,0.0
1456443,1458227825116,0,164,177,17,28,1.7,0.4
1456458,1458228085698,0,165,177,17,29,0.8,0.0
1456473,1458228346968,0,163,175,16,28,0.6,0.0
1456491,1458228606803,0,160,175,17,28,1.9,0.4
1456506,1458228866871,0,165,175,17,28,1.2,0.0
1456523,1458229127385,0,165,176,17,28,1.9,0.4
1456537,1458229390169,0,161,176,17,28,0.8,0.1
1456554,1458229650726,0,157,177,17,28,0.5,0.0
1456572,1458229911024,0,168,177,17,28,0.7,0.0
1456587,1458230171311,0,165,177,17,28,1.1,0.0
1456605,1458230434795,0,157,177,17,28,1.0,0.0
1456619,1458230696392,0,165,178,17,28,0.7,0.1
1456639,1458230960485,0,157,176,17,28,0.6,99.0
1456657,1458231225206,0,160,178,17,28,2.1,0.2
1456672,1458231496963,0,165,178,17,28,1.2,0.0
1456690,1458231757868,0,165,178,17,28,0.8,0.1
1456708,1458232018265,0,161,178,16,28,1.5,0.2
1456724,1458232281224,0,170,179,17,28,0.9,0.0
1456743,1458232541800,0,162,181,17,28,0.5,0.0
1456757,1458232802831,0,163,178,17,28,2.4,0.1
1456778,1458233063602,0,161,178,17,28,1.1,0.2
1456794,1458233324160,0,157,178,17,28,1.2,0.2
1456808,1458233585066,0,165,178,17,28,0.6,0.0
1456823,1458233845670,0,162,178,17,28,1.4,0.0
1456837,1458234105807,0,160,178,17,28,1.3,0.0
1456855,1458234365930,0,161,177,17,28,1.9,0.4
1456871,1458234626872,0,166,176,17,28,1.0,0.1
1456886,1458234887904,0,160,176,18,28,0.8,0.1
1456902,1458235148690,0,163,176,16,28,0.4,0.0
1456918,1458235409974,0,161,175,17,28,0.9,0.1
1456936,1458235670402,0,163,176,17,28,1.5,0.2
1456950,1458235931045,0,156,177,17,28,0.8,0.1
